"enumrtr","lga","ward","village","subvillage","under_18","HH_size","dogs","puppies","Land.Use","longitude","latitude","precision"
35,"Tarime DC","Mbogi",30,18,9,12,1,3,"Built",34.5774236515527,-1.31799718408831,4.666
62,"Butiama DC","Butiama",46,81,9,12,0,0,"Built",33.9721056994789,-1.7560553448814,4.92
51,"Musoma DC","Nyakatende",41,69,9,12,0,0,"Built",33.6891246935466,-1.57506712631497,5
70,"Serengeti DC","Kisaka",49,126,9,12,6,1,"Built",34.4637780672763,-1.53986806604132,6.45
21,"Butiama DC","Mirwa",19,127,9,12,0,0,"Built",34.122345929215,-1.7931590102115,4.966
84,"Rorya DC","Koryo",59,128,9,11,0,0,"Built",34.2110122790365,-1.3134091619574,4.94
87,"Tarime DC","Mwema",50,129,9,11,0,0,"Built",34.4048104592814,-1.25208303758818,4.669
57,"Serengeti DC","Kebancha",43,73,9,11,0,0,"Built",34.5635379416582,-1.6899755117657,19835.607
40,"Musoma DC","Murangi",34,50,9,11,0,0,"Built",33.4719644191203,-1.85159945073718,4.7
56,"Bunda DC","Kibara",42,130,9,11,1,0,"Built",33.4511591549456,-2.14422285139889,4.98
88,"Serengeti DC","Nyambureti",62,131,9,11,2,0,"Built",34.3127069799441,-1.82971887390873,4.78
20,"Tarime DC","Kibasuka",18,26,9,11,2,0,"Built",34.4390117779302,-1.41752111317271,5.8
10,"Bunda TC","Kabasa",9,70,9,11,0,0,"Built",33.8140485525585,-1.9748292984321,4.26
89,"Musoma DC","bugwema",63,132,9,11,1,0,"Built",33.5988151739526,-1.94985038575201,5.45
10,"Bunda TC","Kabasa",9,75,9,11,0,0,"Built",33.7993429689844,-1.96674327755001,4.8
35,"Tarime DC","Mbogi",30,18,9,11,0,0,"Built",34.5774482772086,-1.31726673185145,4.7
64,"Musoma DC","Suguti",44,83,9,11,0,0,"Built",33.6289498119083,-1.78788990163796,4199.999
64,"Musoma DC","Suguti",44,83,9,11,1,0,"Built",33.6289498119083,-1.78788990163796,4199.999
10,"Bunda TC","Kabasa",9,75,9,11,1,3,"Built",33.7949142729679,-1.97081043138837,4.966
10,"Bunda TC","Kabasa",9,75,9,11,5,0,"Built",33.7963699726258,-1.97034004872865,4.9
49,"Serengeti DC","Busawe",39,133,9,11,3,4,"Built",34.4289898815967,-1.58413805524633,5
31,"Bunda DC","Namhula",26,134,9,11,3,0,"Built",33.5498441619873,-2.06761033097338,4.9
90,"Musoma DC","Nyamrandirira",61,25,9,11,0,0,"Built",33.5437014528292,-1.82068406375136,4.4
51,"Musoma DC","Nyakatende",41,109,9,11,0,0,"Built",33.6830070528905,-1.57722501366099,4.78
91,"Musoma MC","Makoko",31,135,9,11,2,0,"Built",33.7737009266434,-1.48977648783799,4.8
92,"Tarime DC","Gwitiryo",27,136,9,11,0,0,"Built",34.4739660092336,-1.28703893081076,56.405
32,"Tarime DC","Gwitiryo",27,136,9,11,0,0,"Built",34.4705620668681,-1.2881052293416,4.12
32,"Tarime DC","Gwitiryo",27,40,9,11,2,0,"Built",34.4701818834332,-1.28749798287894,3.9
31,"Bunda DC","Namhula",26,137,9,11,0,0,"Built",33.5466457978213,-2.06711941462339,4.82
49,"Serengeti DC","Busawe",39,64,9,10,1,0,"Built",34.4264519987149,-1.58496034340004,4.76
45,"Tarime DC","Regicheri",32,138,9,10,0,0,"Built",34.4460725520107,-1.27480822713416,1.583
45,"Tarime DC","Regicheri",32,138,9,10,0,0,"Built",34.4466612363101,-1.2751407417818,3.9
93,"Bunda DC","Kisorya",24,139,9,10,0,0,"Built",33.2149323289353,-2.10645443592088,4.854
21,"Butiama DC","Mirwa",19,140,9,10,0,0,"Built",34.0980199515781,-1.80351151643476,4300
94,"Serengeti DC","Kebancha",43,43,9,9,0,0,"Built",34.5638167527592,-1.69119525683539,971.987
10,"Bunda TC","Kabasa",9,70,9,9,2,0,"Built",33.8144839251831,-1.96814019180556,4.06
95,"Musoma DC","Murangi",34,141,9,7,2,0,"Built",33.486101942301,-1.84622081886243,4.953
96,"Musoma MC","Bweri",64,142,9,3,2,3,"Built",33.8459673413567,-1.53008930519585,4.86
4,"Musoma MC","Mshikamano",4,13,8,24,3,4,"Built",33.8099703438514,-1.52068368822478,7.35
70,"Serengeti DC","Kisaka",49,126,8,23,11,6,"Built",34.4636924651024,-1.54187721925266,4.8
36,"Bunda DC","Iramba",25,43,8,20,0,0,"Built",33.3884092293836,-1.98030860071007,4.9
4,"Musoma MC","Mshikamano",4,28,8,19,0,0,"Built",33.805085706475,-1.5238151163413,7
97,"Butiama DC","Butiama",46,143,8,18,2,6,"Built",33.9267936293137,-1.77071853677765,4.64
78,"Rorya DC","Ikoma",56,144,8,18,0,0,"Built",34.302254778329,-1.15821734946694,4.86
4,"Musoma MC","Mshikamano",4,61,8,18,0,0,"Built",33.806915237682,-1.5207271401898,7.72
13,"Musoma DC","Makojo",12,145,8,17,1,0,"Built",33.390471828786,-1.90394156823443,4.96
4,"Musoma MC","Mshikamano",4,6,8,16,0,0,"Built",33.8064917996718,-1.52643771869616,6.12
98,"Tarime TC","Ketare",65,146,8,16,0,1,"Built",34.4063535284151,-1.36229723629437,3000
20,"Tarime DC","Kibasuka",18,56,8,16,0,0,"Built",34.4370439046773,-1.41986147834007,1443.787
20,"Tarime DC","Kibasuka",18,88,8,16,3,2,"Built",34.4388614662851,-1.41925172629725,398.409
14,"Serengeti DC","Maji moto",13,21,8,16,6,0,"Built",34.3594153947454,-1.63214856896033,192.445
35,"Tarime DC","Mbogi",30,76,8,16,2,3,"Built",34.569125345756,-1.31745348321155,5
20,"Tarime DC","Kibasuka",18,94,8,16,4,0,"Built",34.4304776587096,-1.39930751334251,8
4,"Musoma MC","Mshikamano",4,13,8,16,0,0,"Built",33.807777976311,-1.52012272577692,9.134
99,"Rorya DC","Koryo",59,117,8,16,1,0,"Built",34.2080731061762,-1.32024656811621,4.85
21,"Butiama DC","Mirwa",19,147,8,16,1,0,"Built",34.1075854765731,-1.80648964199857,4.65
100,"Tarime TC","Kenyamanyori",66,148,8,15,8,0,"Built",34.4083545721375,-1.38738929614734,4.616
12,"Bunda DC","Neruma",11,25,8,15,2,0,"Built",33.5002827392458,-2.16014093380497,4.972
76,"Musoma MC","Mwisenge",54,104,8,15,0,0,"Built",33.7901555318681,-1.50690017545417,14.5
72,"Butiama DC","Butuguri",51,98,8,15,0,0,"Built",33.9359783303213,-1.67720658232595,4.958
78,"Rorya DC","Ikoma",56,144,8,15,0,0,"Built",34.2967156556408,-1.16100130119006,4.86
101,"Musoma MC","Kigera",28,41,8,15,3,0,"Built",33.7985388833591,-1.52352312779476,3.9
11,"Butiama DC","Kyanyari",10,53,8,15,1,0,"Built",33.7951648041325,-1.82991332915968,4.85
102,"Bunda TC","Guta",22,149,8,15,2,0,"Built",33.7409898012111,-2.0731724732524,8.7
43,"Bunda TC","Kabasa",9,70,8,15,0,0,"Built",33.8132460814995,-1.97375730908919,4.32
30,"Bunda DC","Iramba",25,37,8,15,0,0,"Built",33.3904221001231,-1.97964260335084,4.24
103,"Bunda DC","Iramba",25,37,8,15,0,0,"Built",33.3932903947892,-1.97925851587737,4.816
13,"Musoma DC","Makojo",12,19,8,15,4,0,"Built",33.385086581047,-1.88841128662357,4.9
104,"Butiama DC","Kyanyari",10,63,8,15,3,0,"Built",33.7844188818326,-1.833579244454,4.8
20,"Tarime DC","Kibasuka",18,94,8,15,0,0,"Built",34.4295389871255,-1.39817619094411,7.6
62,"Butiama DC","Butiama",46,81,8,15,0,0,"Built",33.972445371707,-1.75948085039183,4.857
4,"Musoma MC","Mshikamano",4,13,8,15,1,0,"Built",33.8087287008644,-1.52173671743248,10.209
15,"Musoma MC","Mshikamano",4,13,8,15,0,0,"Built",33.8081070286582,-1.52166657247672,9.475
15,"Musoma MC","Mshikamano",4,13,8,15,1,0,"Built",33.8080583302648,-1.52150962946074,6.325
4,"Musoma MC","Mshikamano",4,13,8,15,0,0,"Built",33.8091916623142,-1.5203686293026,7.908
4,"Musoma MC","Mshikamano",4,61,8,15,0,0,"Built",33.8068356373789,-1.51899240519398,9.833
90,"Musoma DC","Nyamrandirira",61,150,8,15,4,0,"Built",33.5447724419146,-1.82030229138165,4.866
81,"Tarime DC","Pemba",57,151,8,15,2,0,"Built",34.5156528942733,-1.28783635843916,4.866
4,"Musoma MC","Mshikamano",4,28,8,15,0,2,"Built",33.8057213748267,-1.52004426690436,8.5
4,"Musoma MC","Mshikamano",4,28,8,15,0,0,"Built",33.805094852566,-1.51942955246756,5.65
4,"Musoma MC","Mshikamano",4,28,8,15,0,0,"Built",33.8054896737761,-1.51917317529202,7.433
35,"Tarime DC","Mwema",50,18,8,15,1,0,"Built",34.399265102175,-1.25995215417003,1668.833
28,"Bunda DC","Kisorya",24,34,8,14,4,0,"Built",33.215361368602,-2.10523509319035,4.803
94,"Serengeti DC","Kebancha",43,43,8,14,3,0,"Built",34.5645928120462,-1.69096552933108,1996.021
76,"Musoma MC","Mwisenge",54,104,8,14,1,0,"Built",33.7909560116087,-1.50862449044004,6.8
63,"Bunda DC","Nansimo",47,82,8,14,3,0,"Built",33.3709058923059,-2.15579604067973,3099.999
73,"Butiama DC","Bukabwa",52,152,8,14,6,4,"Built",33.9062039748715,-1.60248085329835,4.68
56,"Bunda DC","Kibara",42,72,8,14,1,0,"Built",33.4458884617791,-2.15239887647189,3.951
78,"Rorya DC","Ikoma",56,43,8,14,0,0,"Built",34.3009930712129,-1.16199297040302,4.62
105,"Butiama DC","Bukabwa",52,99,8,14,6,3,"Built",33.9118684614398,-1.61403349963842,5
45,"Tarime DC","Regicheri",32,66,8,14,0,0,"Built",34.4395428917049,-1.28131006176969,4.8
106,"Tarime DC","Kibasuka",18,26,8,14,4,0,"Built",34.438567456116,-1.41954351031934,8.2
85,"Tarime DC","Nyakonga",1,153,8,14,0,0,"Built",34.5619483703631,-1.35586920490742,6.75
52,"Serengeti DC","Nyamantare",21,30,8,14,2,5,"Built",34.4269315013403,-1.78698091960586,9.6
107,"Rorya DC","Bukwe",67,154,8,14,2,0,"Built",34.2599695645076,-1.36711616101135,8.35
108,"Serengeti DC","Rungabure",20,155,8,14,2,10,"Built",34.6040735326843,-1.73155655638421,5
109,"Rorya DC","Raranya",68,156,8,14,0,0,"Built",34.0376284782271,-1.16702055934154,2400
66,"Tarime DC","Sirari",8,93,8,14,3,2,"Built",34.4728956550621,-1.25091639540969,1.039
10,"Bunda TC","Kabasa",9,75,8,14,1,0,"Built",33.7990417175457,-1.96221649166955,4.857
35,"Tarime DC","Mbogi",30,157,8,14,0,0,"Built",34.5691840406764,-1.31104975696507,3.12
4,"Musoma MC","Mshikamano",4,13,8,14,0,3,"Built",33.8060788888402,-1.52253876820618,9.12
8,"Tarime DC","Sirari",8,62,8,13,1,0,"Built",34.4731828694811,-1.25106571001366,4.825
78,"Rorya DC","Ikoma",56,144,8,13,0,0,"Built",34.299443993074,-1.1580474893601,4.78
110,"Musoma DC","Murangi",34,50,8,13,2,2,"Built",33.4748963720634,-1.84922586591274,4.666
111,"Musoma MC","Nyamatare",2,158,8,13,1,0,"Built",33.797021718791,-1.51243816810624,4.94
78,"Rorya DC","Ikoma",56,144,8,13,4,6,"Built",34.2973681229708,-1.14618102263472,5
84,"Rorya DC","Koryo",59,120,8,13,3,0,"Built",34.2179015696956,-1.31607686089139,4.08
52,"Serengeti DC","Nyamantare",21,36,8,13,5,1,"Built",34.4899609895112,-1.81766679891298,8.2
44,"Tarime DC","Nyarero",36,100,8,13,3,0,"Built",34.4952769639114,-1.37478690704252,4.244
44,"Tarime DC","Nyarero",36,100,8,13,1,0,"Built",34.496426559083,-1.37457764264016,4.933
44,"Tarime DC","Nyarero",36,54,8,13,1,0,"Built",34.4838891045231,-1.37410336837625,4.642
20,"Tarime DC","Kibasuka",18,26,8,13,3,0,"Built",34.4401206292792,-1.41948288426743,96
20,"Tarime DC","Kibasuka",18,26,8,13,1,0,"Built",34.4408739092406,-1.41913866466146,6.3
35,"Tarime DC","Mbogi",30,159,8,13,3,0,"Built",34.5604668685526,-1.30400631009964,5
35,"Tarime DC","Mbogi",30,157,8,13,1,0,"Built",34.5696326882479,-1.31025668239664,4.947
99,"Rorya DC","Koryo",59,128,8,13,0,2,"Built",34.2093427015403,-1.31805423337068,4.6
43,"Bunda TC","Kabasa",9,70,8,13,0,0,"Built",33.8147639006382,-1.96714978389809,4.86
112,"Musoma DC","Bwasi",69,115,8,13,3,0,"Built",33.3666569879596,-1.85714557025274,7.466
66,"Tarime DC","Sirari",8,93,8,13,3,2,"Built",34.4718573647816,-1.25014461333619,0.739
66,"Tarime DC","Sirari",8,93,8,13,5,3,"Built",34.4687350176768,-1.25134281691584,0.642
69,"Tarime DC","Sirari",8,93,8,13,3,2,"Built",34.4688129750227,-1.25249104730287,3.216
20,"Tarime DC","Kibasuka",18,88,8,13,3,0,"Built",34.4359397011502,-1.42144742633455,3203.189
30,"Bunda DC","Iramba",25,43,8,13,0,0,"Built",33.3909918985395,-1.98259921509952,4.98
66,"Tarime DC","Sirari",8,160,8,13,3,3,"Built",34.4713697450352,-1.249431099813,3.9
66,"Tarime DC","Sirari",8,160,8,13,3,2,"Built",34.4718799077296,-1.24947505274925,3.9
35,"Tarime DC","Mbogi",30,161,8,13,0,0,"Built",34.5733553096627,-1.31937738121113,2.4
12,"Bunda DC","Neruma",11,18,8,13,0,0,"Built",33.5100207607641,-2.16130621217755,4.3
28,"Bunda DC","Kisorya",24,162,8,13,0,0,"Built",33.2106738193097,-2.1070104456339,4.551
69,"Tarime DC","Sirari",8,62,8,13,1,0,"Built",34.4717257216577,-1.25004040910067,4.288
113,"Rorya DC","Nyamuga",70,163,8,13,0,0,"Built",33.80951368096,-1.49993390711621,1899.999
4,"Musoma MC","Mshikamano",4,13,8,13,2,0,"Built",33.8065484477905,-1.52199176316523,5.866
114,"Serengeti DC","Rigwani",16,24,8,13,4,1,"Built",34.4965645301478,-1.73009267517362,6.1
81,"Tarime DC","Pemba",57,164,8,13,4,0,"Built",34.5164493508375,-1.28334862584178,4.35
115,"Tarime DC","Pemba",57,110,8,13,3,0,"Built",34.5177592695052,-1.28168180200743,4.46
81,"Tarime DC","Pemba",57,111,8,13,2,2,"Built",34.4972349297618,-1.27629459564924,4.76
70,"Serengeti DC","Kisaka",49,126,8,13,4,0,"Built",34.4644689212172,-1.54022393394619,7
70,"Serengeti DC","Kisaka",49,95,8,13,3,2,"Built",34.5104133227219,-1.52939952433149,4.506
70,"Serengeti DC","Kisaka",49,95,8,13,6,3,"Built",34.5102790183945,-1.53065966450776,6.45
70,"Serengeti DC","Kisaka",49,95,8,13,3,0,"Built",34.5109349172837,-1.53054351074193,4.45
116,"Bunda DC","Ketare",71,165,8,13,3,0,"Built",33.9988598975924,-1.86175701025523,3599.999
8,"Tarime DC","Sirari",8,62,8,12,1,0,"Built",34.4717913180669,-1.24990788301187,2.5
13,"Musoma DC","Makojo",12,45,8,12,0,0,"Built",33.409440443211,-1.88485917231746,4.86
13,"Musoma DC","Makojo",12,45,8,12,0,0,"Built",33.4077519311385,-1.88896472688829,4.66
94,"Serengeti DC","Kebancha",43,43,8,12,0,0,"Built",34.5603376232786,-1.68900689140539,4.75
82,"Bunda DC","Namhula",26,38,8,12,1,1,"Built",33.545123627341,-2.0648039650572,4.24
16,"Musoma MC","Buhare",14,22,8,12,2,0,"Built",33.788114606051,-1.51353768083667,4.433
34,"Butiama DC","Kukirango",29,97,8,12,3,0,"Built",33.858894897301,-1.75502279632485,1.192
40,"Musoma DC","Murangi",34,49,8,12,0,0,"Built",33.4645908217939,-1.84900130228184,4.34
117,"Musoma MC","Buhare",14,22,8,12,2,0,"Built",33.7842273508346,-1.51503159503174,4.683
17,"Musoma DC","Etaro",15,50,8,12,1,0,"Built",33.7013553203791,-1.5045902961977,4.1
73,"Butiama DC","Bukabwa",52,152,8,12,1,5,"Built",33.9082321318084,-1.60273179450842,4.033
118,"Tarime TC","Kenyamanyori",66,148,8,12,1,0,"Built",34.3870613341455,-1.37304187483964,4.14
86,"Musoma DC","Nyamrandirira",61,3,8,12,0,0,"Built",33.5386054854082,-1.82345612489757,4.733
57,"Serengeti DC","Kebancha",43,73,8,12,3,0,"Built",34.5640990048179,-1.69101610150384,13117.668
57,"Serengeti DC","Kebancha",43,73,8,12,1,0,"Built",34.5632686321259,-1.6899768628039,435.273
13,"Musoma DC","Makojo",12,166,8,12,2,0,"Built",33.3959170099844,-1.9025743558347,4.9
4,"Musoma MC","Mshikamano",4,12,8,12,1,0,"Built",33.8066335505036,-1.52706170212763,5.35
102,"Bunda TC","Guta",22,167,8,12,4,0,"Built",33.7069814380378,-2.10856620065475,4.8
73,"Butiama DC","Bukabwa",52,168,8,12,8,4,"Built",33.9124214968,-1.61742015336255,3.9
78,"Rorya DC","Ikoma",56,144,8,12,1,0,"Built",34.2958897381302,-1.14559465747189,5
85,"Tarime DC","Nyakonga",1,121,8,12,1,0,"Built",34.5735583502307,-1.34950234892446,4.92
78,"Rorya DC","Ikoma",56,169,8,12,0,0,"Built",34.2998636206775,-1.16106648723239,4.86
78,"Rorya DC","Ikoma",56,43,8,12,0,0,"Built",34.3022181394554,-1.16354261485613,4.82
14,"Serengeti DC","Maji moto",13,20,8,12,2,0,"Built",34.3681728834452,-1.57059858106397,3.94
14,"Serengeti DC","Maji moto",13,20,8,12,4,0,"Built",34.3689972039557,-1.57078501955891,4.966
119,"Butiama DC","Butiama",46,170,8,12,0,0,"Built",33.9620743970239,-1.76962897291073,4.9
44,"Tarime DC","Nyarero",36,100,8,12,1,0,"Built",34.4950508025817,-1.3764078252486,3.9
44,"Tarime DC","Nyarero",36,54,8,12,0,0,"Built",34.4852551828879,-1.37401927137509,4.9
120,"Tarime DC","Matongo",72,171,8,12,2,0,"Built",34.4670464675963,-1.47038718610519,4.18
20,"Tarime DC","Kibasuka",18,26,8,12,3,0,"Built",34.4397589552821,-1.41987249016941,96
35,"Tarime DC","Mbogi",30,157,8,12,1,1,"Built",34.5683601626295,-1.30960309067248,4.8
85,"Tarime DC","Nyakonga",1,153,8,12,1,0,"Built",34.5636817922758,-1.35853074981505,4.9
57,"Serengeti DC","Kebancha",43,122,8,12,0,0,"Built",34.5636508564218,-1.69017949620494,10.15
112,"Musoma DC","Bwasi",69,172,8,12,0,0,"Built",33.3810971647792,-1.86005409757242,6.95
14,"Serengeti DC","Maji moto",13,20,8,12,6,0,"Built",34.351553911393,-1.63202461063309,5
69,"Tarime DC","Sirari",8,93,8,12,1,0,"Built",34.4707405621949,-1.25262180517322,4.288
121,"Butiama DC","Buruma",55,18,8,12,0,0,"Built",33.8712532328791,-1.72919976556258,3.9
122,"Butiama DC","Busegwe",73,173,8,12,1,1,"Built",33.9677473761323,-1.72582076064841,4.9
62,"Butiama DC","Butiama",46,81,8,12,0,0,"Built",33.9721065965173,-1.76032345606946,4.46
41,"Serengeti DC","Geitasamo",5,17,8,12,2,0,"Built",34.6444010710274,-1.79874864294115,4.8
28,"Bunda DC","Kisorya",24,34,8,12,1,0,"Built",33.2139429697838,-2.10764333486011,4.551
90,"Musoma DC","Nyamrandirira",61,115,8,12,0,0,"Built",33.5470316553741,-1.81856890835331,4.766
86,"Musoma DC","Nyamrandirira",61,25,8,12,0,0,"Built",33.5435762591107,-1.82178096847461,4.4
112,"Musoma DC","Bwasi",69,174,8,12,0,0,"Built",33.3757382892458,-1.86235671425844,7.96
90,"Musoma DC","Nyamrandirira",61,25,8,12,3,0,"Built",33.5448811225581,-1.82085615532807,4.44
23,"Serengeti DC","Rungabure",20,29,8,12,4,0,"Built",34.6078678650095,-1.7328092846823,3.9
35,"Tarime DC","Mbogi",30,175,8,12,1,0,"Built",34.5631664808065,-1.30632105817779,4.44
35,"Tarime DC","Mbogi",30,76,8,12,1,0,"Built",34.5702346824874,-1.31467766447359,4
10,"Bunda TC","Kabasa",9,14,8,12,4,0,"Built",33.7970539078322,-1.97406555172563,4.65
10,"Bunda TC","Kabasa",9,14,8,12,2,0,"Built",33.7947889246137,-1.97497380092754,4.86
10,"Bunda TC","Kabasa",9,14,8,12,3,0,"Built",33.7963858297048,-1.98016383178289,4.44
12,"Bunda DC","Neruma",11,18,8,12,0,0,"Built",33.5112994139805,-2.16310378607316,4.1
20,"Tarime DC","Kibasuka",18,94,8,12,4,0,"Built",34.430717465095,-1.39884203503718,5.75
123,"Serengeti DC","Rigwani",16,24,8,12,3,0,"Built",34.4953541851453,-1.7280641547967,96
10,"Bunda TC","Kabasa",9,176,8,12,0,0,"Built",33.8341420223261,-1.97236539641447,4.8
4,"Musoma MC","Mshikamano",4,13,8,12,0,0,"Built",33.8099178819201,-1.52049823859683,7.657
51,"Musoma DC","Nyakatende",41,109,8,12,0,0,"Built",33.6836738546456,-1.5807014164074,4.84
81,"Tarime DC","Pemba",57,110,8,12,1,0,"Built",34.5174113108035,-1.28297096051576,4.28
81,"Tarime DC","Pemba",57,110,8,12,1,0,"Built",34.5170597067794,-1.28130334417364,4.96
51,"Musoma DC","Nyakatende",41,69,8,12,0,0,"Built",33.6945175146502,-1.57625874516787,4.42
124,"Musoma DC","Nyakatende",41,69,8,12,0,0,"Built",33.6927653349552,-1.57879706735564,4.74
81,"Tarime DC","Pemba",57,111,8,12,2,0,"Built",34.5182597246933,-1.28325137654844,4.55
51,"Musoma DC","Nyakatende",41,69,8,12,0,0,"Built",33.6926461074195,-1.58322851582279,4.85
70,"Serengeti DC","Kisaka",49,95,8,12,1,1,"Built",34.5096538404558,-1.52883754838303,7.25
70,"Serengeti DC","Kisaka",49,95,8,12,2,3,"Built",34.5096241096087,-1.53015784000783,4.7
35,"Tarime DC","Mwema",50,96,8,12,2,0,"Built",34.5365033005665,-1.32559066674636,4.92
35,"Tarime DC","Mwema",50,18,8,12,1,0,"Built",34.399408021593,-1.26096610383753,5.7
125,"Bunda DC","Ketare",71,177,8,12,3,2,"Built",33.9988598975924,-1.86175701025523,3599.999
32,"Tarime DC","Gwitiryo",27,178,8,12,1,0,"Built",34.4715319576874,-1.28743302688532,4.666
21,"Butiama DC","Mirwa",19,147,8,12,3,1,"Built",34.1086947542595,-1.80874844396111,4.68
47,"Musoma DC","Bugoji",37,113,8,12,2,8,"Built",33.7325544912752,-1.90417430615921,4.85
32,"Tarime DC","Gwitiryo",27,136,8,12,0,0,"Built",34.4702174335694,-1.28711088433701,3.083
32,"Tarime DC","Gwitiryo",27,40,8,12,0,0,"Built",34.4710915818801,-1.28796949520074,4.962
34,"Butiama DC","Kukirango",29,103,8,11,0,0,"Built",33.865822730751,-1.74929900386763,0.659
13,"Musoma DC","Makojo",12,45,8,11,0,0,"Built",33.40687159273,-1.89071596678582,4.58
84,"Rorya DC","Koryo",59,128,8,11,0,0,"Built",34.2121385703382,-1.31391253985766,4.916
85,"Tarime DC","Nyakonga",1,179,8,11,2,1,"Built",34.5663845010279,-1.3717339434386,6.62
85,"Tarime DC","Nyakonga",1,179,8,11,1,0,"Built",34.5669202665917,-1.37127112548054,4.96
126,"Bunda TC","Guta",22,180,8,11,2,5,"Built",33.7303168158687,-2.01943152898689,9.85
4,"Musoma MC","Mshikamano",4,11,8,11,1,0,"Built",33.8062435465007,-1.52547444520614,4.775
4,"Musoma MC","Mshikamano",4,5,8,11,0,0,"Built",33.8032742849324,-1.52728710763111,6.4
86,"Musoma DC","Nyamrandirira",61,3,8,11,0,0,"Built",33.5347513879317,-1.82887736930188,4.88
110,"Musoma DC","Murangi",34,50,8,11,0,0,"Built",33.4738438368233,-1.84941051297195,5
12,"Bunda DC","Neruma",11,180,8,11,0,1,"Built",33.5127812971966,-2.15914345550866,4.96
44,"Tarime DC","Nyarero",36,181,8,11,2,0,"Built",34.493306217971,-1.37328676702361,4.192
83,"Rorya DC","Kigunga",58,182,8,11,2,0,"Built",34.0912379433254,-1.26312243255744,2.806
11,"Butiama DC","Kyanyari",10,53,8,11,0,0,"Built",33.7946698005941,-1.8335301722514,4.6
4,"Musoma MC","Mshikamano",4,6,8,11,0,0,"Built",33.8057772452398,-1.52725271462867,9.7
52,"Serengeti DC","Nyamantare",21,183,8,11,6,0,"Built",34.4200891256093,-1.77306713784195,5
127,"Tarime TC","Nkende",74,184,8,11,0,0,"Built",34.3991506923177,-1.34482764067033,4.016
128,"Tarime DC","Manga",75,185,8,11,2,0,"Built",34.3774301657303,-1.35199598862422,3599.999
129,"Rorya DC","Koryo",59,128,8,11,1,4,"Built",34.2074891636966,-1.31548935228515,4.866
44,"Tarime DC","Nyarero",36,18,8,11,2,0,"Built",34.4882668209129,-1.37384640280823,4.766
44,"Tarime DC","Nyarero",36,18,8,11,2,0,"Built",34.4866636034194,-1.37556789804412,4.5
27,"Tarime DC","Ganyange",23,33,8,11,2,0,"Built",34.5895824583208,-1.34549761050452,2799.999
20,"Tarime DC","Kibasuka",18,26,8,11,2,1,"Built",34.4385879222515,-1.4172054238664,96
57,"Serengeti DC","Kebancha",43,122,8,11,1,0,"Built",34.563311789823,-1.69166462204458,6.05
130,"Musoma MC","Buhare",14,22,8,11,0,0,"Built",33.7884510959334,-1.52696932961359,4.1
10,"Bunda TC","Kabasa",9,75,8,11,0,0,"Built",33.7985789729104,-1.97262102976315,4.6
10,"Bunda TC","Kabasa",9,75,8,11,0,0,"Built",33.798964909459,-1.97041111966412,4.3
20,"Tarime DC","Kibasuka",18,88,8,11,1,0,"Built",34.4362774940698,-1.42078081196776,1247.371
30,"Bunda DC","Iramba",25,43,8,11,0,0,"Built",33.3911349088615,-1.97989280201194,3.466
35,"Tarime DC","Mbogi",30,76,8,11,1,0,"Built",34.5697996003708,-1.31550332312871,4.12
10,"Bunda TC","Kabasa",9,14,8,11,1,0,"Built",33.7970666215837,-1.97636975010637,4.785
